Date,Resturant Name,Rating,Review,Source
7/2/2019,Antique Bar And Bakery Hoboken 2,5,easily one best restaurant hoboken great drink food vibe music service go hungry,Yelp
6/23/2019,Antique Bar And Bakery Hoboken 2,1,daughter took father day ordered t-bone steak menu said market price steak arrived burned ordered medium charged 135 steak alone wrote two email response shame,Yelp
6/22/2019,Antique Bar And Bakery Hoboken 2,3,would five 3 came saturday valentine 6pm pork cheek okay could done garlic additional flavor mussel good better could used bit salt help bring flavor bread came soaked oil herb steak 26 8oz side price steep steak came warm best ask rewarmed good expensive really worth smashed gold chimi good flavor way oily sitting large pool oil see pic chocolate chip cookie w peanut butter good way undercooked expected even edge raw-ish usually part cook fastest overall food good nothing special 165 meal leftover barely satisfied returning,Yelp
6/20/2019,Antique Bar And Bakery Hoboken 2,5,place rock got appetizer drink kudos around stuffed bread mussel mozzarella shrimp incredible spicy sauce kale salad drink jeez drink got everything right staff impeccable owner multiple server spoke team gave u history lesson place super great back asap,Yelp
6/13/2019,Antique Bar And Bakery Hoboken 2,1,nyc price nj qualitywe shocked price menu 10 garlic bread 22 dessert michelin star restaurant neighborhood eatery frill lot smoke rotisserie oven price unwarranted ordered 1 2 chicken side fry share fry salty could n't eat chicken small looked like quail overall big disappointment,Yelp
6/12/2019,Antique Bar And Bakery Hoboken 2,5,great atmosphere even better drink food ca n't go wrong great date night spot dinner friend get octopus,Yelp
6/9/2019,Antique Bar And Bakery Hoboken 2,3,good ambiance nice place date night husband ordered steak sold settled red snapper served supposedly filleted head tail many bone still fish distracted rest meal waitress also seemed uneducated menu overall average experience rest food great drink ambiance also lovely one dish prepared poorly mean probably wo n't back,Yelp
5/28/2019,Antique Bar And Bakery Hoboken 2,5,great food great staff great scene place go many time possibly hoboken want balanced cocktail without typical hoboken bar crowd place n't expect television place expect someone something interesting talk behind bar thankfully expect people converse atmosphere perfect,Yelp
5/15/2019,Antique Bar And Bakery Hoboken 2,2,expectation hyped work antique b b venue ambiance happens best part place 14 mimosa ridiculous especially size one served ordered burger side slab bacon guess good nothing table ordered 2-3 item never delivered even bill service bad get sorry would n't ever return,Yelp
5/9/2019,Antique Bar And Bakery Hoboken 2,3,dinner 2 wednesday night atmosphere service really good liked cocktail lot food prep value c grade range ordered specialty 130 rib eye n't nearly cut quality prepared well salty charred lemon overpowered meat 11 per dish side also unrefined potato puddle grease brussels smothered bbq sauce overall spent 300 wine tip would go back pasta,Yelp
4/28/2019,Antique Bar And Bakery Hoboken 2,2,great vibe upon walking 9:30pm dinner reservation saturday night ordered 15 cocktail pretty good waitress went special menu verbally included fish dish crab cake finishing spiel mentioned 1 crab cake left mentioned fish completely n't understand even mentioned fish special n't serve proceeded order apps dinner husband wanted get rib eye broccoli rabe side apparently since busy night basically sold 2 3 main course would stuck ordering pasta want hearing asked waitress bring u check drink offer u option call manager convince u stay apologize main dish inconvenience simply brought u check n't understand trendy bar city price lack common sense hospitality waitress clearly dense place cool good food eaten experiencing subpar service patient flexible person go high expectation standard would steer clear since going end costing 250 dinner drink,Yelp
4/25/2019,Antique Bar And Bakery Hoboken 2,4,cocktail delicious menu amazing exception brunch wo n't return however nice happy hour dinner quite treat bread mussel yum lobster pasta n't disappoint either one thing note waitress lost credit card table register offered coffee headache called next day found go way back met attitude staff asked card one would except hassle restaurant would offered something additional something think,Yelp
4/20/2019,Antique Bar And Bakery Hoboken 2,5,place absolutely exquisite n't think ever used word exquisite vocabulary decor dim light make feel like back 70 girl love bellbottoms exactly needed best part place n't stop environment waitress kimberly game entire night regardless busy crowd took time explain old brick oven story taking order let come place figure course important part food dish point coming girl old italian mother know cook meatball give place 10 star could around amazing night back fill stomach bread heart cheese,Yelp
4/15/2019,Antique Bar And Bakery Hoboken 2,5,ca n't say enough good thing place cocktail wonderful stuffed bread great take away party dining always order mussel spaghetti squash carbonara lasagna edge brussels sprout bread pudding like monkey bread good atmosphere great wait staff attentive food fabulous reason parent texas got gift card christmas visited last summer,Yelp
4/7/2019,Antique Bar And Bakery Hoboken 2,2,vibe lively instantaeously set mood fun dining experience server attentive described special quite vividly ordered octopus special appetizer based suggestion blown away size large portion made husband happy delicious best octopus ever eaten lamb shank delicious spaghetti squash enjoyed experience received bill octopus appetizer 62 dollar believe common courtesy would tell u front price special go ask price special,Yelp
4/5/2019,Antique Bar And Bakery Hoboken 2,2,get star service ordered hot oil shrimp mussel green garlic sauce place stupid expensive quality quantity food shrimp okay much better place seafood place tutta pesca best mussel n't great flavor got lot cracked shell closed shell disappointed worth n't returned since,Yelp
